	75
shire.n.02:shire	1
playtime.n.01:playday	1
nonconformity.n.04:nonconformity	1
screwball.n.02:screwball	2
marijuana.n.01:marijuana	2
playboy.n.01:playboy	1
batch.n.03:clutch	1
squirt.v.02:squirt	1
announce.v.04:herald	1
pulitzer.n.01:Pulitzer	1
multitude.n.03:masses	1
line.n.20:line	3
register.n.01:register	1
bow.n.01:bowknot	1
tranquillity.n.01:tranquillity	3
doily.n.01:doily	2
immerse.v.03:bury	1
starve.v.02:starve	1
tiptoe.v.01:tiptoe	1
moonwalk.n.02:moonwalk	1
algebra.n.01:algebra	1
diary.n.01:diary	1
belly_laugh.n.02:scream	1
heave.v.05:heave	1
uncooperative.a.01:uncooperative	2
chocolate.n.03:umber	1
costal.a.01:costal	3
zany.n.01:zany	1
contrast.n.01:direct_contrast	2
beloved.n.01:beloved	2
norma.n.01:Norma	1
coca.n.03:coca	1
pass.v.05:turn_over	1
washed.s.02:washed	4
sewing.n.02:stitchery	3
mothball.n.01:mothball	3
tar.v.01:tar	4
clam.n.01:clam	1
carving.n.02:cutting	1
stripper.n.03:stripper	1
north_carolina.n.01:North_Carolina	5
delight.v.02:revel	2
stir.v.02:agitate	2
lose.v.05:lose	2
gamble.n.01:gamble	3
influence.v.01:influence	1
line_up.v.02:line_up	1
birch.n.03:birch_rod	1
tremble.n.01:tremble	1
yue.n.01:Yue	2
bonnet.n.01:bonnet	2
political_action_committee.n.01:PAC	2
kilowatt.n.01:kW	2
humbug.n.02:humbug	2
gean.n.01:gean	1
scene.n.06:scene	1
sty.n.02:pigpen	1
arachnid.n.01:arachnid	2
avian.a.01:avian	1
guffaw.v.01:guffaw	1
dysprosium.n.01:Dy	2
music_genre.n.01:genre	1
rodent.n.01:rodent	3
intellectual.a.02:intellectual	2
fascist.n.01:fascist	1
liquor.n.02:liquor	1
uninterested.a.01:uninterested	2
vogue.n.02:vogue	1
porter.n.07:porter	2
solomons.n.01:Solomons	1
minimalist.s.02:minimalist	1
sartorius.n.01:sartorius	3
esther.n.02:Esther	1
euphemistically.r.01:euphemistically	1
philosophic.a.01:philosophical	1
hooker.n.04:hooker	1
fulcrum.n.01:fulcrum	2
constancy.n.01:stability	1
declare.v.04:declare	1
viciously.r.01:viciously	3
jotting.n.01:jot	2
motivation.n.01:motive	2
pashto.n.01:Afghan	1
crush.v.05:crush	3
whirlpool.n.01:maelstrom	2
notice.n.02:observation	1
recognizably.r.01:recognizably	1
pace.v.04:pace	2
feist.n.01:feist	1
soar.n.01:soar	1
astrological.a.01:astrological	1
ruth.n.04:Ruth	5
wafer.n.03:wafer	2
twenty-seven.n.01:27	1
acclimatization.n.01:acclimation	1
agriculturist.n.01:grower	3
sweet_pepper.n.01:paprika	4
wave.n.09:Wave	1
doha.n.01:Doha	2
edward.n.06:Edward	2
factor.v.01:factor_in	1
domesticate.v.03:domesticate	2
hue.v.01:hue	1
intima.n.01:intima	1
wounded.n.01:wounded	1
eighty.n.01:LXXX	2
directly.r.02:directly	1
poise.n.01:poise	1
kingdom.n.01:realm	1
neve.n.01:neve	1
joker.n.02:joker	1
oppose.v.06:contradict	4
jesus.n.01:Christ	1
cup.n.02:cupful	1
sign.v.05:sign	1
bouncy.s.01:bouncy	1
lusciously.r.01:scrumptiously	1
gravel.v.02:gravel	1
license.n.02:licence	1
seasoning.n.02:seasoning	1
loti.n.01:loti	2
ballpoint.n.01:ballpoint	1
misfire.v.01:misfire	1
nymph.n.03:houri	1
systeme_international_d'unites.n.01:SI_unit	6
flare.n.11:flare	2
view.n.10:view	1
caterpillar.n.01:caterpillar	1
blocker.n.01:blocker	2
vitally.r.01:vitally	1
dried.s.01:dried	2
saliva.n.01:spit	1
proportion.n.04:proportion	3
empress.n.01:empress	1
unattractiveness.n.01:unattractiveness	1
trilogy.n.01:trilogy	1
ferret_out.v.01:ferret	1
rebellion.n.02:rebellion	1
defiance.n.02:defiance	1
violence.n.01:violence	1
caressing.n.01:smooching	1
memorabilia.n.01:memorabilia	1
digital_audiotape.n.01:DAT	2
abuse.n.02:abuse	1
mutilation.n.01:mutilation	1
fall.v.09:fall	1
slouchy.s.01:slouchy	3
pull.v.04:pull	2
waste.n.02:dissipation	1
leap.n.02:saltation	4
rectify.v.04:repair	7
armed_islamic_group.n.01:GIA	2
pencil.n.03:pencil	1
dress.v.14:dress	1
rhyme.n.01:rime	1
oblivion.n.01:limbo	2
leiden.n.01:Leyden	1
storeroom.n.01:storeroom	1
play.v.22:play	2
whittle.n.01:Whittle	1
assigned.a.01:assigned	1
obscure.v.01:cloud	1
solidity.n.01:solidity	1
anchor.n.02:keystone	1
uncoated.a.01:uncoated	1
amplitude_modulation.n.01:AM	1
pusher.n.02:pusher	1
empty.v.04:empty	1
font.n.01:case	1
gladden.v.01:joy	1
polyamide.n.01:polyamide	2
tanning.n.01:tanning	1
prick.v.02:sting	6
merida.n.01:Merida	1
rosario.n.01:Rosario	1
justification.n.01:justification	1
flashback.n.01:flashback	1
methaqualone.n.01:Quaalude	2
gazebo.n.01:gazebo	1
chopin.n.01:Chopin	2
untrimmed.a.01:uncut	2
short.a.03:little	1
local.a.03:local	1
slack.n.06:slack	1
inculcate.v.01:infuse	1
peat.n.01:peat	2
line.n.29:line	1
clearing.n.03:clearing	1
addiction.n.01:addiction	1
elude.v.02:escape	2
scrimp.v.01:scrimp	1
underpay.v.01:underpay	1
fuentes.n.01:Fuentes	1
sup.v.01:sup	1
vertex.n.02:peak	1
samuel.n.01:Samuel	1
cattail.n.01:cattail	1
inflame.v.04:wake	1
disengage.v.01:disengage	1
grill.v.01:grill	1
makomako.n.01:wineberry	2
enzyme-linked-immunosorbent_serologic_assay.n.01:ELISA	1
documentation.n.01:documentation	1
meter.n.03:meter	1
fuck.n.01:screwing	1
riddle.v.02:riddle	2
rustle.v.01:rustle	1
thimble.n.01:thimble	1
rock.n.04:rock	1
personify.v.03:personify	1
grace.n.05:Grace	1
kennel.n.01:doghouse	1
snarl.v.02:snarl	2
waxing.n.01:waxing	1
generalize.v.01:generalize	1
division.n.12:segmentation	2
herschel.n.02:Herschel	3
flap.n.03:flapping	4
toeless.a.01:toeless	1
shallowly.r.01:shallowly	1
magnesium.n.01:Mg	3
leopard.n.02:Panthera_pardus	1
pace.n.04:pace	1
cavalier.n.02:Royalist	1
ally.n.01:ally	1
choker.n.02:choker	1
tibetan.a.01:Tibetan	1
food_and_drug_administration.n.01:FDA	1
blip.n.02:blip	1
vote.n.01:voting	1
intern.n.01:intern	1
pendent.s.01:pendant	1
kind.a.01:kind	1
title.n.08:title	1
doctrine.n.01:ism	1
foreword.n.01:prolusion	1
ford.n.06:Ford	1
appraisal.n.02:estimate	1
indulgence.n.02:indulgence	1
meringue.n.01:meringue	5
confetti.n.01:confetti	1
radius.n.03:radius	5
dish.n.02:dish	2
limber.n.01:limber	1
metrically.r.01:metrically	1
whole_wheat_flour.n.01:graham	1
blackout.n.03:blackout	1
contact.n.09:contact	3
inexcusable.a.01:inexcusable	4
mesh.n.05:interlock	1
barroom.n.01:taproom	1
pitman.n.01:Pitman	1
facing.n.03:cladding	1
stupendously.r.01:stupendously	1
aladdin.n.01:Aladdin	1
vesiculation.n.01:vesiculation	1
variance.n.03:variance	1
hardtop.n.01:hardtop	1
rotter.n.01:stinker	3
trench.v.06:trench	1
run.n.08:run	1
perimeter.n.02:perimeter	2
lull.n.02:quiet	3
personalize.v.01:individualize	4
edgy.s.01:edgy	1
featherweight.n.03:featherweight	1
mitigate.v.02:mitigate	1
die.v.01:decease	2
swallow.v.02:swallow	2
affection.n.01:fondness	1
specialize.v.03:specialize	1
mamba.n.01:mamba	1
drill.n.01:drill	1
rack.n.02:rack	1
grumble.v.03:growl	1
quieten.v.01:hush	2
destruction.n.01:destruction	1
dietary.a.01:dietary	1
discipline.n.01:discipline	1
covey.n.02:covey	2
restful.a.01:restful	5
cuddle.n.01:nestle	1
fete.n.01:fete	2
crib.v.03:crib	1
drippings.n.01:drippings	2
stump.n.02:stump	1
dumbly.r.01:densely	1
zap.v.02:vaporize	1
sheepishly.r.01:sheepishly	1
ornately.r.01:ornately	1
hatmaker.n.01:modiste	1
intern.v.02:intern	1
boodle.n.01:dinero	1
outgrowth.n.01:offshoot	1
strut.n.01:swagger	1
menagerie.n.02:menagerie	1
muffle.n.01:muffle	1
bent.n.03:bent	1
rod.n.05:rod_cell	1
observe.v.08:maintain	1
neonatal_intensive_care_unit.n.01:NICU	1
surge.v.05:surge	1
sideburn.n.01:burnside	5
shuttlecock.n.01:bird	2
distant.a.02:distant	1
outbreak.n.01:outbreak	1
stick.v.08:stick	1
uncrossed.a.02:uncrossed	1
existent.a.01:existent	1
pictograph.n.01:pictograph	1
chimpanzee.n.01:chimpanzee	2
install.v.02:instal	1
food.n.02:food	1
captor.n.01:capturer	2
sung.n.01:Sung	1
transition.n.04:transition	1
relax.v.02:unbend	1
pursue.v.04:pursue	2
general.n.02:general	1
hotdog.n.01:hotdog	1
mutilator.n.01:mangler	1
slap.n.01:slap	1
perilously.r.01:perilously	1
release.n.11:waiver	1
emphasizing.n.01:emphasizing	5
frisson.n.01:thrill	1
ring.n.06:ring	2
undue.a.01:undue	1
penetrate.v.05:penetrate	1
audibility.n.01:audibility	1
stagger.v.02:flounder	1
application.n.03:coating	1
caterpillar.n.02:cat	1
superscript.n.01:superscript	1
fever.n.01:fever	1
exemplify.v.02:exemplify	1
considerate.a.01:considerate	1
doctor_of_theology.n.01:ThD	1
deoxycytidine_monophosphate.n.01:deoxycytidine_monophosphate	4
peplos.n.01:peplum	1
molding.n.03:border	2
buy.v.04:buy	1
leary.n.01:Leary	1
cardsharp.n.01:sharpy	3
sharp.n.01:sharp	1
slam_dance.v.01:mosh	1
match.v.01:jibe	1
rationalize.v.04:rationalize	1
widen.v.01:widen	1
defense.n.01:defence	4
nigeria.n.01:Nigeria	1
neutering.n.01:altering	1
syrup.n.01:syrup	1
object.n.05:object	1
hand.n.07:hand	3
monsoon.n.03:monsoon	1
tatting.n.01:tatting	2
nightgown.n.01:nightdress	1
diminish.v.02:diminish	1
pride.v.01:congratulate	1
overshadow.v.01:eclipse	1
recce.n.01:recco	1
social_climber.n.01:social_climber	2
equipped.a.01:equipt	2
beard.v.01:beard	1
extra.n.02:extra	1
apricot.n.02:apricot	1
implement.v.01:implement	1
racquetball.n.02:racquetball	1
in.s.03:in	1
slum.n.01:slum	4
nervously.r.01:nervously	3
brady.n.02:Brady	1
spread.v.09:spread	1
naturally.r.03:naturally	1
master_of_education.n.01:Master_of_Education	1
discard.n.03:throwing_away	1
cheat.v.02:shaft	1
handler.n.02:handler	1
tailored.s.01:tailored	2
portal_vein.n.01:portal	1
swept.a.01:swept	1
day.n.10:Day	2
neel.n.01:Neel	2
bright.s.02:bright	1
act.n.05:act	1
sew.v.02:tailor-make	1
foreigner.n.02:foreigner	2
chosen.n.03:elect	1
satellite.n.02:satellite	1
fashion.n.02:fashion	1
tenderness.n.02:tenderness	1
dinka.n.01:Dinka	1
slip.n.15:slip	1
talc.n.01:talcum	3
exhausted.a.02:exhausted	1
mushy.s.01:mushy	2
prophecy.n.01:prophecy	2
webbing.n.01:webbing	1
clear.v.02:clear	1
cooperative.n.01:cooperative	1
bulletin_board_system.n.01:bbs	1
scholar.n.01:scholar	4
hydrofoil.n.01:foil	2
cabochon.n.01:cabochon	2
qualify.v.04:dispose	3
incompetence.n.02:incompetence	3
register.n.04:register	1
courtship.n.01:courting	1
ablaze.s.04:ablaze	1
ransom.v.01:redeem	2
vivid.s.02:vivid	2
foremost.r.01:foremost	2
purport.v.01:purport	1
knocker.n.05:rapper	1
alveolar_consonant.n.01:dental_consonant	1
tauten.v.02:tauten	1
tarragon.n.02:tarragon	2
bill.n.08:bill	1
armorer.n.02:armorer	1
electrification.n.02:electrification	2
imperceptible.a.01:imperceptible	1
pitta.n.01:pitta	1
pericardium.n.01:pericardium	1
gracefulness.n.01:gracefulness	2
meeting.n.02:meeting	1
catastrophe.n.02:catastrophe	1
spread-eagle.v.05:rout	1
react.v.02:react	1
primary.n.03:primary	1
hijack.n.01:hijack	1
snicker.n.01:snort	4
outcast.n.01:castaway	2
minuet.n.02:minuet	1
lambskin.n.01:lambskin	1
actor.n.01:thespian	2
unaffixed.a.01:unaffixed	1
hangover.n.03:hangover	1
ban.v.01:censor	1
architect.n.01:architect	4
vela.n.01:Vela	1
brad.v.01:brad	2
airbrush.v.01:airbrush	1
priestess.n.01:priestess	1
teasing.n.02:teasing	1
renaissance.n.01:Renascence	1
enchilada.n.01:enchilada	2
graze.n.02:graze	1
frail.n.02:frail	1
iowa.n.02:IA	1
merciless.a.01:merciless	1
path.n.02:path	1
stand.n.06:stand	1
retread.v.02:remold	1
round.n.01:unit_of_ammunition	7
beads.n.01:string_of_beads	1
crisscross.n.01:mark	1
primary_coil.n.01:primary_winding	3
magnificence.n.02:splendour	1
mix.n.01:premix	1
sight.n.05:sight	1
sic.v.01:sic	1
perch.n.07:perch	1
caddie.v.01:caddy	1
ethos.n.01:ethos	1
leonidas.n.01:Leonidas	1
scum.n.02:scum	2
sparta.n.01:Sparta	2
nestle.v.03:snuggle	4
snow_bunting.n.01:snowflake	1
sacrificial.a.01:sacrificial	2
designed.a.01:designed	1
cayenne.n.03:cayenne	1
bent.s.03:bent	1
exsert.v.01:extend	2
vanguard.n.03:forefront	1
inclusion.n.02:inclusion	1
intent.n.02:spirit	1
brevet.v.01:brevet	1
mood.n.03:mood	1
tennyson.n.01:Tennyson	1
slinger.n.01:slinger	1
bomber.n.03:hero	2
sharpen.v.08:heighten	1
pulsate.v.02:beat	1
environmental.a.02:environmental	1
unreal.a.02:unreal	1
flamboyantly.r.01:flamboyantly	1
consumption.n.01:intake	1
systematic.a.01:systematic	1
temp.n.01:temporary_worker	1
conscientious.a.02:conscientious	1
execration.n.03:execration	1
cash.n.02:cash	2
gusset.n.03:inset	1
calculate.v.01:compute	3
fatigue.n.01:tiredness	2
doughnut.n.02:donut	1
inflate.v.02:inflate	1
gauge.n.03:gauge	2
wing.n.08:wing	3
hex.v.01:witch	1
slate.v.03:slate	1
milo.n.01:milo	2
fraudulence.n.02:deceit	1
snobbishly.r.01:snootily	1
fall.v.16:fall	1
art.n.01:fine_art	2
significance.n.02:import	1
rickrack.n.01:rickrack	1
puebla.n.01:Puebla	1
see.v.11:see	1
cockatoo.n.01:cockatoo	1
assurance.n.03:assurance	1
shuffle.v.01:shamble	1
fundamental_law.n.01:constitution	1
antithesis.n.01:antithesis	1
pudding.n.03:pudding	1
transmission.n.05:transmission	4
applaud.v.01:applaud	1
tune.n.03:tune	1
roads.n.01:roads	1
ascent.n.01:upgrade	1
overrule.v.01:overrule	1
slowly.r.01:slow	2
mint.n.03:mint	2
mottle.v.01:blotch	1
splash.v.05:slosh	1
involve.v.01:involve	1
conveyer.n.01:conveyer	1
fishing_gear.n.01:rig	1
question.n.01:interrogation	1
victimize.v.03:victimize	1
tarmacadam.n.01:tarmac	2
untrue.s.02:untrue	1
imply.v.01:imply	2
lying.n.01:prevarication	1
exceed.v.02:transcend	1
tet.n.01:Tet	1
disposition.n.01:disposition	1
skinniness.n.01:skinniness	1
cut.n.04:cut	1
jolliet.n.01:Joliet	2
halifax.n.01:Halifax	1
seaport.n.01:harbour	1
hacker.n.03:hacker	1
pale.s.02:pale	1
deep.s.05:deep	1
walk.v.05:walk	1
asleep.s.02:numb	1
hipped.a.02:hipped	1
pontoon.n.01:pontoon	1
interpretation.n.04:rendition	1
oxidise.v.02:oxidize	1
calligraphy.n.01:calligraphy	1
kazakhstan.n.01:Kazakhstan	1
formulation.n.03:expression	1
port.v.07:port	1
path.n.04:path	1
tuna.n.04:tuna	2
seated.a.01:seated	2
quart.n.03:quart	2
spinner.n.01:spinner	2
hustle.v.05:hustle	1
framing.n.01:framing	2
liberation.n.01:freeing	1
label.v.05:label	1
stir.n.01:stir	1
disgruntle.v.01:disgruntle	1
hop-picker.n.01:hopper	1
producer.n.03:producer	1
diamond.n.02:adamant	2
bag.n.07:bag	1
stateroom.n.01:stateroom	2
exceed.v.01:transcend	2
basket.n.04:field_goal	1
pay.v.09:pay	2
rendition.n.04:rendition	1
takin.n.01:takin	1
football_player.n.01:footballer	2
boy.n.02:boy	3
excellence.n.02:excellence	1
heighten.v.01:heighten	3
misfit.n.01:misfit	2
column.n.07:column	2
fusion.n.07:fusion	1
change_shape.v.01:deform	1
jail.n.01:clink	3
platform.n.04:weapons_platform	1
chad.n.04:Chad	1
predilection.n.01:orientation	1
profession.n.04:profession	1
conscience.n.01:conscience	2
hypocrite.n.01:phony	1
pottery.n.03:pottery	2
appointment.n.03:appointment	1
fastener.n.02:fastening	1
machine_translation.n.01:machine_translation	1
rustle.v.03:rustle	1
contemplation.n.02:contemplation	1
resume.v.02:resume	1
sublimely.r.01:sublimely	1
forward.r.01:forrad	1
housewife.n.01:housewife	1
autonomic_nervous_system.n.01:ANS	1
taenia.n.01:tenia	4
smelt.n.02:smelt	8
campbell.n.01:Campbell	3
litas.n.01:litas	2
wail.v.02:wail	2
ink.v.02:ink	1
unlabeled.a.01:unlabeled	1
baste.v.03:baste	1
seasonableness.n.01:timeliness	1
palpitate.v.03:flutter	2
jumper.n.06:jumper	2
bluffly.r.01:bluntly	1
crochet.n.01:crocheting	1
orphan.n.01:orphan	1
evening.n.02:evening	1
logic.n.05:logic	1
unbeknown.s.01:unbeknownst	3
short_circuit.n.01:short_circuit	1
practice.v.04:practice	1
fallow.n.01:fallow	1
computerized_tomography.n.01:computed_axial_tomography	4
pot.n.09:gage	2
dig.v.01:delve	1
durance.n.01:durance	2
pull.v.09:pull	1
terribly.r.02:abominably	1
redeem.v.02:redeem	1
exporter.n.01:exporter	2
point.n.25:point	1
reply.n.02:reply	1
earnestness.n.01:sincerity	1
partial_derivative.n.01:partial_derivative	1
act.n.02:human_activity	3
durante.n.01:Durante	1
airy.s.03:airy	18
batwing.n.01:batwing	1
convict.n.01:inmate	1
pacer.n.01:pacer	2
vagrant.n.01:floater	12
octopus.n.02:octopus	2
squid.n.01:squid	6
tentacle.n.02:tentacle	2
species.n.01:species	1
cephalopod.a.01:cephalopod	2
creature.n.03:creature	1
conspiracy.n.03:conspiracy	1
unmoved.a.01:untouched	2
shortening.n.02:shortening	1
verne.n.01:Verne	1
shot.n.14:shot	2
rectify.v.01:rectify	2
sumo.n.01:sumo	1
deep.s.07:rich	1
coloration.n.02:coloration	1
melt.v.06:disappear	1
spruce.n.02:spruce	1
equal.v.02:touch	1
rage.n.04:rage	1
irish.n.03:Irish	1
highlander.n.01:Highlander	2
la.n.03:lah	2
rad.n.01:rad	2
call_on_the_carpet.v.01:jaw	2
enhance.v.01:heighten	2
tapster.n.01:tapper	1
dewey.n.03:Dewey	3
associate_in_arts.n.01:Associate_in_Arts	3
livestock.n.01:stock	1
aggravation.n.02:provocation	1
scramble.v.03:jumble	2
mess.n.03:mess	1
often.r.03:often	2
invisibly.r.01:invisibly	2
consider.v.05:moot	1
formalwear.n.01:eveningwear	1
hypertrophied.a.01:enlarged	1
fondly.r.01:fondly	2
click.v.07:dawn	1
precondition.v.01:precondition	1
truism.n.01:truism	1
accounting.n.01:accounting	2
reluctance.n.02:reluctance	1
endlessly.r.02:unceasingly	1
begrimed.s.01:dingy	3
wake_up.v.02:arouse	1
trap.n.03:trap	2
icing.n.03:icing	1
spark.v.02:spark	1
rule.v.07:rein	1
steep.v.02:steep	1
pasha.n.01:pasha	1
passive.a.01:passive	2
group.n.01:grouping	1
capture.n.03:capture	1
point.n.20:point	2
orb.v.01:orb	7
macrame.n.01:macrame	3
thule.n.01:Thule	1
sternal.a.01:sternal	1
calculation.n.01:computing	1
condescend.v.02:deign	3
bodyguard.n.01:escort	1
facing.n.01:facing	1
ducking.n.01:ducking	1
wipe_up.v.01:mop_up	1
crossbar.n.02:crossbar	1
coverlet.n.01:coverlet	1
lead.v.03:lead	1
reduce.v.14:reduce	1
steller.n.01:Steller	1
hermes.n.01:Hermes	1
confined.a.02:confined	1
enrage.v.01:enrage	1
carry.v.04:express	2
ordain.v.02:ordinate	1
convalescent.n.01:convalescent	2
geneva.n.01:Geneva	2
revolutionize.v.03:revolutionize	1
ruthenium.n.01:Ru	1
rice.n.03:Rice	1
discontented.a.01:discontent	1
spill.n.03:spillage	6
greek.a.01:Greek	1
unhorse.v.01:dismount	1
irregular.n.02:second	1
euphoric.a.01:euphoric	1
perplexed.a.01:perplexed	1
favored.s.01:favorite	2
elimination.n.01:elimination	1
worship.v.03:worship	2
roswell.n.01:Roswell	1
interrupt.v.04:interrupt	1
decapitate.v.01:behead	1
forefather.n.01:sire	1
protrusion.n.02:jutting	1
jesus.n.01:Deliverer	1
immeasurable.a.01:immeasurable	1
grid.n.05:grid	1
senselessly.r.01:senselessly	1
conduct.v.02:lead	1
editing.n.01:editing	3
happen.v.04:materialize	1
vote.n.05:voter_turnout	1
caption.n.01:caption	1
potty.s.03:potty	1
mess.n.05:mess_hall	1
snapshot.n.01:shot	1
academic.a.01:academic	1
office.n.05:office	2
flat.n.03:flat	2
township.n.01:township	2
parlor.n.01:parlor	2
gauge.v.02:gauge	1
convey.v.03:communicate	1
overemphasize.v.01:overemphasize	4
hypodermic_syringe.n.01:hypo	1
church.n.01:Christian_church	1
gadsden.n.01:Gadsden	2
satisfice.v.01:satisfice	1
below.r.03:infra	1
undertake.v.03:undertake	1
buttonhook.n.01:buttonhook	2
mound.n.04:mound	2
strawflower.n.01:cornflower	2
hesitation.n.03:faltering	4
likelihood.n.01:likelihood	1
froth.v.02:froth	2
rim.v.01:rim	1
flicker.v.03:flick	1
rejuvenate.v.05:rejuvenate	1
grounding.n.02:earthing	1
grounding.n.02:grounding	1
conduction.n.01:conductivity	1
grounder.n.01:grounder	1
guard.n.03:safety_device	1
descendant.n.01:descendant	2
jewish.a.01:Jewish	1
wallow.v.01:wallow	2
ostrich.n.02:ostrich	1
trickle.v.01:dribble	1
behave.v.02:acquit	2
resurface.v.03:resurface	1
point.n.11:point	1
fastball.n.01:bullet	1
tung_tree.n.01:tung	1
diethylstilbesterol.n.01:DES	2
receptacle.n.03:receptacle	2
business.n.05:business	1
political_action_committee.n.01:political_action_committee	1
invisibility.n.01:invisibility	1
gorge.v.01:overindulge	1
transform.v.03:transform	1
blunder.n.01:blooper	1
super.s.03:super	1
tonic.n.04:tonic	1
feather.n.02:feathering	2
swoop.n.03:swoop	1
malcontent.n.01:malcontent	4
smog.n.01:smog	2
chirp.n.01:chirp	1
job.n.05:job	3
lightweight.n.04:lightweight	1
howl.n.01:howl	1
brace.n.08:brace	1
panel.n.03:venire	1
bunt.v.01:bunt	1
fetch.v.02:bring	1
angelus_bell.n.01:angelus	1
mount.n.04:mount	1
bluing.n.02:bluing	1
boutonniere.n.01:boutonniere	1
lisle.n.02:lisle	1
edit.v.03:cut	1
embarrass.v.01:abash	1
ganglion.n.01:ganglion	1
calculation.n.02:reckoning	1
colorado.n.03:Colorado_River	1
assurance.n.01:sureness	2
common_sense.n.01:sense	2
humiliation.n.01:humiliation	3
sanchez.n.01:Carlos	2
accompany.v.02:accompany	1
ward.n.01:ward	1
incomparably.r.01:incomparably	1
darling.n.02:Darling_River	1
chocolate.n.03:coffee	1
nerd.n.02:nerd	1
leon.n.03:Leon	1
vault.n.03:vault	1
builder.n.03:constructor	2
undernourish.v.01:malnourish	1
submit.v.06:defer	2
jinks.n.01:jinks	1
thai.a.03:Thai	1
fusion.n.01:merger	2
snicker.n.01:snigger	2
regard.n.03:regard	2
chartaceous.a.01:papery	1
symposium.n.01:symposium	1
pneumonia.n.01:pneumonia	1
dimple.n.03:dimple	1
frugality.n.01:frugality	1
sweetheart.n.01:truelove	1
port.n.03:porthole	1
shingle.n.01:shingle	2
silencer.n.02:muffler	1
minimize.v.03:minimize	1
fibroma.n.01:fibroma	2
concentration.n.05:absorption	3
lacquer.v.01:lacquer	1
spoil.n.02:spoil	1
wipeout.n.02:wipeout	1
logging.n.01:logging	1
davys.n.01:Davys	1
manoeuver.v.03:maneuver	1
goldfish.n.01:goldfish	1
tenor.n.03:tenor	1
sax.n.01:Sax	1
slander.n.01:slander	1
twist.v.03:twist	1
broadly.r.01:broadly	1
useful.a.01:utile	2
personal_digital_assistant.n.01:organiser	2
ellington.n.01:Ellington	1
veil.n.02:veil	1
apology.n.03:excuse	1
yelling.n.01:shouting	1
millinery.n.02:millinery	4
substantial.a.03:real	1
sow.v.01:seed	2
underground.n.01:resistance	1
marley.n.01:Marley	1
delivery.n.07:delivery	1
apology.n.02:apology	1
literature.n.02:literature	1
deathtrap.n.01:deathtrap	1
noncompetitive.a.01:noncompetitive	1
forefather.n.02:forefather	1
moral_force.n.01:moral_force	2
palette.n.01:pallet	1
hardy.s.01:stout	1
province.n.02:responsibility	1
state.n.01:province	1
fishy.s.02:funny	6
marigold.n.01:marigold	1
tramp.v.03:tramp	1
career.n.01:vocation	2
simmer.n.01:simmer	1
cable.n.06:cable_television_service	1
swing.v.07:swing	2
dress_hat.n.01:topper	1
filipino.a.01:Philippine	1
clutch.n.03:clutch	1
cotillion.n.02:cotillion	1
trio.n.05:trinity	1
promptness.n.01:promptness	2
rotate.v.04:rotate	2
fidget.n.01:fidget	1
linkage.n.04:linkage	1
cultural.a.03:cultural	1
readiness.n.02:eagerness	1
ball.n.09:ball	2
united_states_virgin_islands.n.01:American_Virgin_Islands	1
check.v.18:arrest	1
burn.v.06:burn	1
finder.n.02:finder	1
molding.n.03:moulding	1
approach.n.07:coming	1
hilo.n.01:Hilo	2
solo.v.02:solo	1
lunacy.n.01:madness	2
hare.n.01:hare	1
pleasantly.r.02:enjoyably	2
forte.n.01:forte	1
nodule.n.01:nodule	1
through.r.02:through	1
tonic.a.02:tonic	1
opposite.s.05:opposite	4
morganite.n.01:morganite	1
schema.n.01:schema	1
endanger.v.01:threaten	1
color.v.01:colour_in	1
plague.n.01:plague	1
flee.v.01:flee	1
porridge.n.01:porridge	1
sleet.v.01:sleet	6
sway.n.01:sway	1
musketeer.n.01:musketeer	1
touch.v.03:touch	1
musculoskeletal.a.01:musculoskeletal	1
tease.v.02:tantalize	2
townie.n.01:townie	1
foreboding.n.01:premonition	1
pour.v.06:pelt	2
visibility.n.03:visibility	3
ghost.v.01:ghost	1
preparation.n.01:preparation	1
decisively.r.01:decisively	1
chain_mail.n.01:mail	1
vagrant.n.01:vagabond	1
assert.v.01:assert	2
edible.a.01:edible	1
alternate.s.02:alternate	1
awed.a.02:awestruck	1
indonesian.a.01:Indonesian	1
flake.v.02:flake	2
rule.n.09:rule	1
school_assignment.n.01:schoolwork	3
ascent.n.01:climb	1
flotsam.n.01:flotsam	1
acupressure.n.01:acupressure	1
unarmed.a.01:unarmed	2
plato.n.01:Plato	1
clutch_bag.n.01:clutch_bag	2
clause.n.01:clause	1
bar.n.05:bar	2
quill.n.01:quill	1
quiver.n.03:quiver	1
initial.v.01:initial	1
neutrality.n.01:neutrality	1
overheated.s.01:overheated	2
sheepskin_coat.n.01:afghan	1
pare.v.04:trim	1
verge.n.02:verge	2
strike.v.11:strike	1
greenwich_mean_time.n.01:UT	1
commit.v.03:send	1
gamut.n.01:gamut	1
sublease.n.01:sublet	1
woodward.n.02:Woodward	1
deprive.v.03:deprive	1
unaltered.a.01:unaltered	1
wilderness.n.03:wilderness	1
wednesday.n.01:Midweek	1
scale.v.03:scale	2
cassette.n.01:cassette	1
extradition.n.01:extradition	1
necrosis.n.01:gangrene	1
sequin.n.01:diamante	1
resuscitator.n.01:resuscitator	1
tackle.n.04:tackle	1
sound_recording.n.01:audio	1
catchall.n.01:catchall	2
triage.n.01:triage	1
butcher.v.01:butcher	1
georgian.a.02:Georgian	1
phalanx.n.02:phalanx	1
realization.n.06:fruition	2
